tournament,court,surface,round_imp,best_of,player0,player1,rank0,rank1,winner
"Dubai Open",Outdoor,Hard,2,3,"Kiefer N.","Costa A.",4,18,0
"Dubai Open",Outdoor,Hard,1,3,"Kiefer N.","Ferrero J.C.",4,39,0
"Marseille Open",Indoor,Hard,7,3,"Clement A.","Pretzsch A.",51,118,0
"Marseille Open",Indoor,Hard,7,3,"Diaz J.","Bjorkman J.",87,65,0
"Marseille Open",Indoor,Hard,7,3,"Enqvist T.","Portas A.",12,85,0
"Marseille Open",Indoor,Hard,7,3,"Federer R.","Dupuis A.",67,93,0
"Marseille Open",Indoor,Hard,7,3,"Grosjean S.","di Pasquale A.",20,54,0
"Marseille Open",Indoor,Hard,7,3,"Guardiola T.","Stanoytchev O.",147,107,0
"Marseille Open",Indoor,Hard,7,3,"Ivanisevic G.","Saulnier C.",63,167,0
"Marseille Open",Indoor,Hard,7,3,"Johansson T.","Bastl G.",41,74,0
"Marseille Open",Indoor,Hard,7,3,"Kafelnikov Y.","Pozzi G.",3,89,0
"Marseille Open",Indoor,Hard,7,3,"Kroslak J.","Hrbaty D.",114,24,0
"Marseille Open",Indoor,Hard,7,3,"Ljubicic I.","Voinea A.",69,80,0
"Marseille Open",Indoor,Hard,7,3,"Rosset M.","Arthurs W.",77,106,0
"Marseille Open",Indoor,Hard,7,3,"Roux L.","Knippschild J.",203,90,0
"Marseille Open",Indoor,Hard,7,3,"Santoro F.","Wessels P.",38,110,0
"Marseille Open",Indoor,Hard,7,3,"Siemerink J.","Raoux G.",91,186,0
"Marseille Open",Indoor,Hard,7,3,"Vinciguerra A.","Safin M.",84,23,0
"Marseille Open",Indoor,Hard,6,3,"Federer R.","Johansson T.",67,41,0
"Marseille Open",Indoor,Hard,6,3,"Grosjean S.","Roux L.",20,203,0
"Marseille Open",Indoor,Hard,6,3,"Guardiola T.","Kroslak J.",147,114,0
"Marseille Open",Indoor,Hard,6,3,"Ivanisevic G.","Enqvist T.",63,12,0
"Marseille Open",Indoor,Hard,6,3,"Ljubicic I.","Kafelnikov Y.",69,3,0
"Marseille Open",Indoor,Hard,6,3,"Rosset M.","Clement A.",77,51,0
"Marseille Open",Indoor,Hard,6,3,"Santoro F.","Siemerink J.",38,91,0
"Marseille Open",Indoor,Hard,6,3,"Vinciguerra A.","Diaz J.",84,87,0
"Marseille Open",Indoor,Hard,3,3,"Federer R.","Ljubicic I.",67,69,0
"Marseille Open",Indoor,Hard,3,3,"Grosjean S.","Vinciguerra A.",20,84,0
"Marseille Open",Indoor,Hard,3,3,"Rosset M.","Ivanisevic G.",77,63,0
"Marseille Open",Indoor,Hard,3,3,"Santoro F.","Guardiola T.",38,147,0
"Marseille Open",Indoor,Hard,2,3,"Federer R.","Santoro F.",67,38,0
"Marseille Open",Indoor,Hard,2,3,"Rosset M.","Grosjean S.",77,20,0
"Marseille Open",Indoor,Hard,1,3,"Rosset M.","Federer R.",77,67,0
"Sybase Open",Indoor,Hard,7,3,"Agenor R.","King P.",94,587,0
"Sybase Open",Indoor,Hard,7,3,"Chang M.","Srichaphan P.",42,96,0
"Sybase Open",Indoor,Hard,7,3,"Courier J.","Taino E.",44,397,0
"Sybase Open",Indoor,Hard,7,3,"Ferreira W.","Salzenstein J.",53,698,0
"Sybase Open",Indoor,Hard,7,3,"Gimelstob J.","Gambill J.M.",95,55,0
"Sybase Open",Indoor,Hard,7,3,"Goldstein P.","Blake J.",98,241,0
"Sybase Open",Indoor,Hard,7,3,"Gumy H.","Woodbridge T.",64,179,0
"Sybase Open",Indoor,Hard,7,3,"Larsson M.","Rodriguez M.",82,127,0
"Sybase Open",Indoor,Hard,7,3,"Liukko V.","Tieleman L.",188,99,0
"Sybase Open",Indoor,Hard,7,3,"Malisse X.","Fromberg R.",143,71,0
"Sybase Open",Indoor,Hard,7,3,"Mamiit C.","Alonso J.",97,117,0
"Sybase Open",Indoor,Hard,7,3,"Philippoussis M.","Canas G.",17,73,0
"Sybase Open",Indoor,Hard,7,3,"Sargsian S.","van Lottum J.",60,66,0
"Sybase Open",Indoor,Hard,7,3,"Tillstrom M.","Squillari F.",79,46,0
"Sybase Open",Indoor,Hard,7,3,"Woodforde M.","Humphries S.",125,584,0
"Sybase Open",Indoor,Hard,7,3,"Zib T.","Massu N.",120,100,0
"Sybase Open",Indoor,Hard,6,3,"Chang M.","Mamiit C.",42,97,0
"Sybase Open",Indoor,Hard,6,3,"Courier J.","Gumy H.",44,64,0
"Sybase Open",Indoor,Hard,6,3,"Ferreira W.","Liukko V.",53,188,0
"Sybase Open",Indoor,Hard,6,3,"Gimelstob J.","Zib T.",95,120,0
"Sybase Open",Indoor,Hard,6,3,"Goldstein P.","Malisse X.",98,143,0
"Sybase Open",Indoor,Hard,6,3,"Larsson M.","Woodforde M.",82,125,0
"Sybase Open",Indoor,Hard,6,3,"Philippoussis M.","Agenor R.",17,94,0
"Sybase Open",Indoor,Hard,6,3,"Tillstrom M.","Sargsian S.",79,60,0
"Sybase Open",Indoor,Hard,3,3,"Courier J.","Goldstein P.",44,98,0
"Sybase Open",Indoor,Hard,3,3,"Ferreira W.","Larsson M.",53,82,0
"Sybase Open",Indoor,Hard,3,3,"Philippoussis M.","Gimelstob J.",17,95,0
"Sybase Open",Indoor,Hard,3,3,"Tillstrom M.","Chang M.",79,42,0
"Sybase Open",Indoor,Hard,2,3,"Philippoussis M.","Courier J.",17,44,0
"Sybase Open",Indoor,Hard,2,3,"Tillstrom M.","Ferreira W.",79,53,0
"Sybase Open",Indoor,Hard,1,3,"Philippoussis M.","Tillstrom M.",17,79,0
"Kroger St. Jude",Indoor,Hard,7,3,"Levy H.","Sekulov J.",175,123,0
"Kroger St. Jude",Indoor,Hard,7,3,"MacPhie B.","Manta L.",419,104,0
"Kroger St. Jude",Indoor,Hard,7,3,"Mamiit C.","Jensen L.",135,NR,0
"Kroger St. Jude",Indoor,Hard,7,3,"Massu N.","Etlis G.",99,126,0
"Kroger St. Jude",Indoor,Hard,7,3,"Popp A.","Behrend T.",109,100,0
"Kroger St. Jude",Indoor,Hard,7,3,"Pretzsch A.","Knowles M.",131,227,0
"Kroger St. Jude",Indoor,Hard,7,3,"Reneberg R.","Goldstein P.",204,94,0
"Kroger St. Jude",Indoor,Hard,7,3,"Rodriguez M.","Gimelstob J.",127,95,0
"Kroger St. Jude",Indoor,Hard,7,3,"Sa A.","Agenor R.",118,90,0
"Kroger St. Jude",Indoor,Hard,7,3,"Salzenstein J.","Jonsson F.",596,122,0
"Kroger St. Jude",Indoor,Hard,7,3,"Sanguinetti D.","Dupuis A.",113,93,0
"Kroger St. Jude",Indoor,Hard,7,3,"Srichaphan P.","Caratti C.",96,176,0
"Kroger St. Jude",Indoor,Hard,7,3,"Stanoytchev O.","Lareau S.",105,106,0
"Kroger St. Jude",Indoor,Hard,7,3,"Tieleman L.","Bryan B.",97,193,0
"Kroger St. Jude",Indoor,Hard,7,3,"Woodforde M.","Alonso J.",125,116,0
"Kroger St. Jude",Indoor,Hard,7,3,"Zib T.","Hantschk M.",112,101,0
"Kroger St. Jude",Indoor,Hard,6,3,"Black B.","Rodriguez M.",76,127,0
"Kroger St. Jude",Indoor,Hard,6,3,"Chang M.","Pretzsch A.",43,131,0
"Kroger St. Jude",Indoor,Hard,6,3,"Ferreira W.","Popp A.",46,109,0
"Kroger St. Jude",Indoor,Hard,6,3,"Fromberg R.","Sanguinetti D.",70,113,0
"Kroger St. Jude",Indoor,Hard,6,3,"Gambill J.M.","Stanoytchev O.",55,105,0
"Kroger St. Jude",Indoor,Hard,6,3,"Gumy H.","Massu N.",64,99,0
"Kroger St. Jude",Indoor,Hard,6,3,"Haas T.","Salzenstein J.",21,596,0
"Kroger St. Jude",Indoor,Hard,6,3,"Larsson M.","Zib T.",78,112,0
"Kroger St. Jude",Indoor,Hard,6,3,"Mamiit C.","Mirnyi M.",135,57,0
"Kroger St. Jude",Indoor,Hard,6,3,"Philippoussis M.","MacPhie B.",16,419,0
"Kroger St. Jude",Indoor,Hard,6,3,"Sa A.","Spadea V.",118,30,0
"Kroger St. Jude",Indoor,Hard,6,3,"Sargsian S.","Levy H.",58,175,0
"Kroger St. Jude",Indoor,Hard,6,3,"Schuettler R.","Srichaphan P.",56,96,0
"Kroger St. Jude",Indoor,Hard,6,3,"Tieleman L.","Courier J.",97,38,0
"Kroger St. Jude",Indoor,Hard,6,3,"Tillstrom M.","Reneberg R.",65,204,0
"Kroger St. Jude",Indoor,Hard,6,3,"Woodruff C.","Woodforde M.",37,125,0
"Kroger St. Jude",Indoor,Hard,5,3,"Black B.","Woodruff C.",76,37,0
"Kroger St. Jude",Indoor,Hard,5,3,"Chang M.","Gumy H.",43,64,0
"Kroger St. Jude",Indoor,Hard,5,3,"Ferreira W.","Mamiit C.",46,135,0
"Kroger St. Jude",Indoor,Hard,5,3,"Haas T.","Tillstrom M.",21,65,0
"Kroger St. Jude",Indoor,Hard,5,3,"Larsson M.","Philippoussis M.",78,16,0
"Kroger St. Jude",Indoor,Hard,5,3,"Sa A.","Fromberg R.",118,70,0
"Kroger St. Jude",Indoor,Hard,5,3,"Sargsian S.","Tieleman L.",58,97,0
"Kroger St. Jude",Indoor,Hard,5,3,"Schuettler R.","Gambill J.M.",56,55,0
"Kroger St. Jude",Indoor,Hard,3,3,"Black B.","Chang M.",76,43,0
"Kroger St. Jude",Indoor,Hard,3,3,"Haas T.","Ferreira W.",21,46,0
"Kroger St. Jude",Indoor,Hard,3,3,"Larsson M.","Schuettler R.",78,56,0
"Kroger St. Jude",Indoor,Hard,3,3,"Sa A.","Sargsian S.",118,58,0
"Kroger St. Jude",Indoor,Hard,2,3,"Black B.","Haas T.",76,21,0
"Kroger St. Jude",Indoor,Hard,2,3,"Larsson M.","Sa A.",78,118,0
"Kroger St. Jude",Indoor,Hard,1,3,"Larsson M.","Black B.",78,76,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Bjorkman J.","Lapentti N.",69,9,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Dewulf F.","Ivanisevic G.",280,61,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Escude N.","Prinosil D.",34,84,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Golmard J.","Zabaleta M.",49,33,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Grosjean S.","Medvedev A.",19,36,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Henman T.","Martin A.",11,51,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Hrbaty D.","Safin M.",23,26,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Kafelnikov Y.","Kulti N.",2,121,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Kiefer N.","Vacek D.",4,44,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Norman M.","Schalken S.",5,50,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Novak J.","Johansson T.",40,41,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Pioline C.","Voinea A.",15,81,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Rusedski G.","Kucera K.",13,29,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Santoro F.","Alami K.",35,28,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Siemerink J.","Enqvist T.",98,12,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Wessels P.","Pavel A.",110,63,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Golmard J.","Siemerink J.",49,98,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Henman T.","Santoro F.",11,35,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Hrbaty D.","Bjorkman J.",23,69,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Kafelnikov Y.","Escude N.",2,34,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Kiefer N.","Novak J.",4,40,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Norman M.","Wessels P.",5,110,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Pioline C.","Grosjean S.",15,19,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Rusedski G.","Dewulf F.",13,280,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Golmard J.","Norman M.",49,5,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Henman T.","Hrbaty D.",11,23,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Kafelnikov Y.","Rusedski G.",2,13,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Pioline C.","Kiefer N.",15,4,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,2,3,"Henman T.","Kafelnikov Y.",11,2,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,2,3,"Pioline C.","Golmard J.",15,49,0
"ABN AMRO World Tennis Tournament",Indoor,Hard,1,3,"Pioline C.","Henman T.",15,11,0
"AXA Cup",Indoor,Hard,7,3,"Arazi H.","Gambill J.M.",27,60,0
"AXA Cup",Indoor,Hard,7,3,"Enqvist T.","Voinea A.",12,78,0
"AXA Cup",Indoor,Hard,7,3,"Federer R.","Kiefer N.",66,4,0
"AXA Cup",Indoor,Hard,7,3,"Golmard J.","Ferrero J.C.",43,26,0
"AXA Cup",Indoor,Hard,7,3,"Hrbaty D.","Pavel A.",21,63,0
"AXA Cup",Indoor,Hard,7,3,"Ivanisevic G.","Black W.",61,142,0
"AXA Cup",Indoor,Hard,7,3,"Kafelnikov Y.","Medvedev A.",3,36,0
"AXA Cup",Indoor,Hard,7,3,"Kucera K.","Novak J.",33,39,0
"AXA Cup",Indoor,Hard,7,3,"Pioline C.","Martin A.",10,50,0
"AXA Cup",Indoor,Hard,7,3,"Rosset M.","Ljubicic I.",72,69,0
"AXA Cup",Indoor,Hard,7,3,"Rusedski G.","Clement A.",15,54,0
"AXA Cup",Indoor,Hard,7,3,"Santoro F.","Safin M.",34,37,0
"AXA Cup",Indoor,Hard,7,3,"Saulnier C.","Schuettler R.",163,53,0
"AXA Cup",Indoor,Hard,7,3,"Tarango J.","Bjorkman J.",77,68,0
"AXA Cup",Indoor,Hard,7,3,"Vacek D.","Johansson T.",44,41,0
"AXA Cup",Indoor,Hard,7,3,"Zabaleta M.","Henman T.",32,11,0
"AXA Cup",Indoor,Hard,6,3,"Enqvist T.","Kucera K.",12,33,0
"AXA Cup",Indoor,Hard,6,3,"Federer R.","Ivanisevic G.",66,61,0
"AXA Cup",Indoor,Hard,6,3,"Kafelnikov Y.","Vacek D.",3,44,0
"AXA Cup",Indoor,Hard,6,3,"Pioline C.","Tarango J.",10,77,0
"AXA Cup",Indoor,Hard,6,3,"Rosset M.","Hrbaty D.",72,21,0
"AXA Cup",Indoor,Hard,6,3,"Rusedski G.","Golmard J.",15,43,0
"AXA Cup",Indoor,Hard,6,3,"Santoro F.","Arazi H.",34,27,0
"AXA Cup",Indoor,Hard,6,3,"Zabaleta M.","Saulnier C.",32,163,0
"AXA Cup",Indoor,Hard,3,3,"Enqvist T.","Pioline C.",12,10,0
"AXA Cup",Indoor,Hard,3,3,"Kafelnikov Y.","Santoro F.",3,34,0
"AXA Cup",Indoor,Hard,3,3,"Rosset M.","Federer R.",72,66,0
"AXA Cup",Indoor,Hard,3,3,"Rusedski G.","Zabaleta M.",15,32,0
"AXA Cup",Indoor,Hard,2,3,"Kafelnikov Y.","Rusedski G.",3,15,0
"AXA Cup",Indoor,Hard,2,3,"Rosset M.","Enqvist T.",72,12,0
"AXA Cup",Indoor,Hard,1,3,"Rosset M.","Kafelnikov Y.",72,3,0
"Mexican Open",Outdoor,Clay,7,3,"Agenor R.","Diaz J.",91,87,0
"Mexican Open",Outdoor,Clay,7,3,"Canas G.","Massu N.",74,99,0
"Mexican Open",Outdoor,Clay,7,3,"Chela J.I.","Black B.",129,56,0
"Mexican Open",Outdoor,Clay,7,3,"Fromberg R.","Sa A.",70,90,0
"Mexican Open",Outdoor,Clay,7,3,"Gaudio G.","Clavet F.",65,42,0
"Mexican Open",Outdoor,Clay,7,3,"Gumy H.","Dupuis A.",67,95,0
"Mexican Open",Outdoor,Clay,7,3,"Hantschk M.","Marin J.A.",103,71,0
"Mexican Open",Outdoor,Clay,7,3,"Hernandez A.","Tieleman L.",243,101,0
"Mexican Open",Outdoor,Clay,7,3,"Koubek S.","Portas A.",38,85,0
"Mexican Open",Outdoor,Clay,7,3,"Kuerten G.","Etlis G.",6,131,0
"Mexican Open",Outdoor,Clay,7,3,"Lapentti N.","Ulihrach B.",9,158,0
"Mexican Open",Outdoor,Clay,7,3,"Meligeni F.","Bruguera S.",29,377,0
"Mexican Open",Outdoor,Clay,7,3,"Puerta M.","Vicente F.",128,45,0
"Mexican Open",Outdoor,Clay,7,3,"Sargsian S.","Viloca J.A.",57,143,0
"Mexican Open",Outdoor,Clay,7,3,"Squillari F.","Blanco G.",46,75,0
"Mexican Open",Outdoor,Clay,7,3,"Stanoytchev O.","di Pasquale A.",107,55,0
"Mexican Open",Outdoor,Clay,6,3,"Canas G.","Meligeni F.",74,29,0
"Mexican Open",Outdoor,Clay,6,3,"Chela J.I.","Kuerten G.",129,6,0
"Mexican Open",Outdoor,Clay,6,3,"Gaudio G.","Hernandez A.",65,243,0
"Mexican Open",Outdoor,Clay,6,3,"Hantschk M.","Stanoytchev O.",103,107,0
"Mexican Open",Outdoor,Clay,6,3,"Koubek S.","Fromberg R.",38,70,0
"Mexican Open",Outdoor,Clay,6,3,"Lapentti N.","Sargsian S.",9,57,0
"Mexican Open",Outdoor,Clay,6,3,"Puerta M.","Gumy H.",128,67,0
"Mexican Open",Outdoor,Clay,6,3,"Squillari F.","Agenor R.",46,91,0
"Mexican Open",Outdoor,Clay,3,3,"Chela J.I.","Hantschk M.",129,103,0
"Mexican Open",Outdoor,Clay,3,3,"Koubek S.","Gaudio G.",38,65,0
"Mexican Open",Outdoor,Clay,3,3,"Puerta M.","Canas G.",128,74,0
"Mexican Open",Outdoor,Clay,3,3,"Squillari F.","Lapentti N.",46,9,0
"Mexican Open",Outdoor,Clay,2,3,"Chela J.I.","Koubek S.",129,38,0
"Mexican Open",Outdoor,Clay,2,3,"Puerta M.","Squillari F.",128,46,0
"Mexican Open",Outdoor,Clay,1,3,"Chela J.I.","Puerta M.",129,128,0
"Copenhagen Open",Indoor,Hard,7,3,"Bastl G.","Tillstrom M.",79,68,0
"Copenhagen Open",Indoor,Hard,7,3,"Behrend T.","Rosset M.",106,45,0
"Copenhagen Open",Indoor,Hard,7,3,"Bjorkman J.","Dupuis A.",69,105,0
"Copenhagen Open",Indoor,Hard,7,3,"Damm M.","Pless K.",91,464,0
"Copenhagen Open",Indoor,Hard,7,3,"Federer R.","Dewulf F.",58,234,0
"Copenhagen Open",Indoor,Hard,7,3,"Heuberger I.","Delgado J.",226,142,0
"Copenhagen Open",Indoor,Hard,7,3,"Ivanisevic G.","Prinosil D.",65,93,0
"Copenhagen Open",Indoor,Hard,7,3,"Jonsson F.","Pretzsch A.",121,148,0
"Copenhagen Open",Indoor,Hard,7,3,"Kroslak J.","Voinea A.",125,78,0
"Copenhagen Open",Indoor,Hard,7,3,"Larsson M.","Arthurs W.",48,110,0
"Copenhagen Open",Indoor,Hard,7,3,"Liukko V.","Johansson T.",197,50,0
"Copenhagen Open",Indoor,Hard,7,3,"Ljubicic I.","Luxa P.",72,168,0
"Copenhagen Open",Indoor,Hard,7,3,"Pozzi G.","Siemerink J.",83,98,0
"Copenhagen Open",Indoor,Hard,7,3,"Safin M.","Lareau S.",38,130,0
"Copenhagen Open",Indoor,Hard,7,3,"Schuettler R.","Manta L.",54,108,0
"Copenhagen Open",Indoor,Hard,7,3,"Vinciguerra A.","Rochus C.",80,82,0
"Copenhagen Open",Indoor,Hard,6,3,"Bjorkman J.","Heuberger I.",69,226,0
"Copenhagen Open",Indoor,Hard,6,3,"Damm M.","Bastl G.",91,79,0
"Copenhagen Open",Indoor,Hard,6,3,"Federer R.","Jonsson F.",58,121,0
"Copenhagen Open",Indoor,Hard,6,3,"Larsson M.","Behrend T.",48,106,0
"Copenhagen Open",Indoor,Hard,6,3,"Ljubicic I.","Ivanisevic G.",72,65,0
"Copenhagen Open",Indoor,Hard,6,3,"Pozzi G.","Liukko V.",83,197,0
"Copenhagen Open",Indoor,Hard,6,3,"Safin M.","Kroslak J.",38,125,0
"Copenhagen Open",Indoor,Hard,6,3,"Vinciguerra A.","Schuettler R.",80,54,0
"Copenhagen Open",Indoor,Hard,3,3,"Federer R.","Pozzi G.",58,83,0
"Copenhagen Open",Indoor,Hard,3,3,"Larsson M.","Ljubicic I.",48,72,0
"Copenhagen Open",Indoor,Hard,3,3,"Safin M.","Bjorkman J.",38,69,0
"Copenhagen Open",Indoor,Hard,3,3,"Vinciguerra A.","Damm M.",80,91,0
"Copenhagen Open",Indoor,Hard,2,3,"Larsson M.","Federer R.",48,58,0
"Copenhagen Open",Indoor,Hard,2,3,"Vinciguerra A.","Safin M.",80,38,0
"Copenhagen Open",Indoor,Hard,1,3,"Vinciguerra A.","Larsson M.",80,48,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Bryan M.","Gaudenzi A.",429,89,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Calatrava A.","Zabaleta M.",178,26,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Clavet F.","Woodforde M.",42,126,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Fromberg R.","Stark J.",71,352,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Gambill J.M.","Alonso J.",63,114,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Gimelstob J.","Alami K.",96,25,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Goldstein P.","Pavel A.",97,66,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Hipfl M.","Srichaphan P.",81,99,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Ilie A.","Chang M.",76,41,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Koubek S.","Black B.",33,59,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Malisse X.","van Lottum J.",140,90,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Mamiit C.","Mirnyi M.",129,62,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Rafter P.","Gumy H.",17,67,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Sa A.","Szymanski J.",100,167,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Tieleman L.","Roddick A.",104,NR,0
"Citrix Tennis Championships",Outdoor,Hard,7,3,"Woodruff C.","Kratochvil M.",37,136,0
"Citrix Tennis Championships",Outdoor,Hard,6,3,"Calatrava A.","Bryan M.",178,429,0
"Citrix Tennis Championships",Outdoor,Hard,6,3,"Fromberg R.","Ilie A.",71,76,0
"Citrix Tennis Championships",Outdoor,Hard,6,3,"Gimelstob J.","Mamiit C.",96,129,0
"Citrix Tennis Championships",Outdoor,Hard,6,3,"Goldstein P.","Clavet F.",97,42,0
"Citrix Tennis Championships",Outdoor,Hard,6,3,"Koubek S.","Gambill J.M.",33,63,0
"Citrix Tennis Championships",Outdoor,Hard,6,3,"Rafter P.","Hipfl M.",17,81,0
"Citrix Tennis Championships",Outdoor,Hard,6,3,"Sa A.","Malisse X.",100,140,0
"Citrix Tennis Championships",Outdoor,Hard,6,3,"Woodruff C.","Tieleman L.",37,104,0
"Citrix Tennis Championships",Outdoor,Hard,3,3,"Calatrava A.","Woodruff C.",178,37,0
"Citrix Tennis Championships",Outdoor,Hard,3,3,"Fromberg R.","Gimelstob J.",71,96,0
"Citrix Tennis Championships",Outdoor,Hard,3,3,"Goldstein P.","Rafter P.",97,17,0
"Citrix Tennis Championships",Outdoor,Hard,3,3,"Koubek S.","Sa A.",33,100,0
"Citrix Tennis Championships",Outdoor,Hard,2,3,"Calatrava A.","Goldstein P.",178,97,0
"Citrix Tennis Championships",Outdoor,Hard,2,3,"Koubek S.","Fromberg R.",33,71,0
"Citrix Tennis Championships",Outdoor,Hard,1,3,"Koubek S.","Calatrava A.",33,178,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Agenor R.","Gonzalez F.",88,420,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Alvarez E.","Diaz J.",133,87,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Calleri A.","Sargsian S.",138,53,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Canas G.","di Pasquale A.",70,57,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Chela J.I.","Marin J.A.",74,73,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Garcia A.","Blanco G.",422,77,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Gaudio G.","Spottl M.",60,193,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Hood M.","Bruguera S.",220,360,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Kuerten G.","Lisnard J.",6,146,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Massu N.","Meligeni F.",101,28,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Portas A.","Sanguinetti D.",85,115,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Puerta M.","Squillari F.",84,39,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Stanoytchev O.","Hantschk M.",103,92,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Ulihrach B.","Rios M.",151,7,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Vicente F.","Rodriguez M.",46,128,0
"Chevrolet Cup",Outdoor,Clay,7,3,"Zib T.","Lopez-Moron A.",111,116,0
"Chevrolet Cup",Outdoor,Clay,6,3,"Calleri A.","Alvarez E.",138,133,0
"Chevrolet Cup",Outdoor,Clay,6,3,"Gaudio G.","Garcia A.",60,422,0
"Chevrolet Cup",Outdoor,Clay,6,3,"Hood M.","Massu N.",220,101,0
"Chevrolet Cup",Outdoor,Clay,6,3,"Kuerten G.","Stanoytchev O.",6,103,0
"Chevrolet Cup",Outdoor,Clay,6,3,"Portas A.","Canas G.",85,70,0
"Chevrolet Cup",Outdoor,Clay,6,3,"Puerta M.","Chela J.I.",84,74,0
"Chevrolet Cup",Outdoor,Clay,6,3,"Ulihrach B.","Agenor R.",151,88,0
"Chevrolet Cup",Outdoor,Clay,6,3,"Vicente F.","Zib T.",46,111,0
"Chevrolet Cup",Outdoor,Clay,3,3,"Gaudio G.","Ulihrach B.",60,151,0
"Chevrolet Cup",Outdoor,Clay,3,3,"Kuerten G.","Calleri A.",6,138,0
"Chevrolet Cup",Outdoor,Clay,3,3,"Portas A.","Hood M.",85,220,0
"Chevrolet Cup",Outdoor,Clay,3,3,"Puerta M.","Vicente F.",84,46,0
"Chevrolet Cup",Outdoor,Clay,2,3,"Kuerten G.","Portas A.",6,85,0
"Chevrolet Cup",Outdoor,Clay,2,3,"Puerta M.","Gaudio G.",84,60,0
"Chevrolet Cup",Outdoor,Clay,1,3,"Kuerten G.","Puerta M.",6,84,0
"Colombia Open",Outdoor,Clay,7,3,"Chela J.I.","Lopez-Moron A.",73,118,0
"Colombia Open",Outdoor,Clay,7,3,"di Pasquale A.","Diaz J.",56,91,0
"Colombia Open",Outdoor,Clay,7,3,"El Aynaoui Y.","Lisnard J.",19,145,0
"Colombia Open",Outdoor,Clay,7,3,"Etlis G.","Gonzalez P.",137,NR,0
"Colombia Open",Outdoor,Clay,7,3,"Gumy H.","Massu N.",68,97,0
"Colombia Open",Outdoor,Clay,7,3,"Hantschk M.","Hadad M.",105,NR,0
