tournament,court,surface,round_imp,best_of,player0,player1,rank0,rank1,winner
"Swiss Indoors",Indoor,Hard,6,3,"Paire B.","Federer R.",40,2,1
"Swiss Indoors",Indoor,Hard,6,3,"Shapovalov D.","Mannarino A.",49,28,1
"Swiss Indoors",Indoor,Hard,3,3,"Bautista Agut R.","Del Potro J.M.",21,19,1
"Swiss Indoors",Indoor,Hard,3,3,"Fucsovics M.","Cilic M.",100,4,1
"Swiss Indoors",Indoor,Hard,3,3,"Mannarino A.","Federer R.",28,2,1
"Swiss Indoors",Indoor,Hard,3,3,"Sock J.","Goffin D.",23,10,1
"Swiss Indoors",Indoor,Hard,2,3,"Cilic M.","Del Potro J.M.",4,19,1
"Swiss Indoors",Indoor,Hard,2,3,"Goffin D.","Federer R.",10,2,1
"Swiss Indoors",Indoor,Hard,1,3,"Del Potro J.M.","Federer R.",19,2,1
"Erste Bank Open",Indoor,Hard,7,3,"Gulbis E.","Simon G.",203,74,1
"Erste Bank Open",Indoor,Hard,7,3,"Lopez F.","Gasquet R.",33,32,1
"Erste Bank Open",Indoor,Hard,7,3,"Tomic B.","Herbert P.H.",145,83,1
"Erste Bank Open",Indoor,Hard,7,3,"Isner J.","Kohlschreiber P.",13,34,1
"Erste Bank Open",Indoor,Hard,7,3,"Troicki V.","Zverev A.",48,5,1
"Erste Bank Open",Indoor,Hard,7,3,"Ferrer D.","Edmund K.",29,63,1
"Erste Bank Open",Indoor,Hard,7,3,"Fabbiano T.","Novak D.",72,284,1
"Erste Bank Open",Indoor,Hard,7,3,"Anderson K.","Garcia-Lopez G.",17,81,1
"Erste Bank Open",Indoor,Hard,7,3,"Querrey S.","Ramos-Vinolas A.",14,22,1
"Erste Bank Open",Indoor,Hard,7,3,"Ofner S.","Pouille L.",137,25,1
"Erste Bank Open",Indoor,Hard,7,3,"Rublev A.","Thiem D.",35,6,1
"Erste Bank Open",Indoor,Hard,7,3,"Cuevas P.","Struff J.L.",36,51,1
"Erste Bank Open",Indoor,Hard,7,3,"Pella G.","Carreno Busta P.",64,11,1
"Erste Bank Open",Indoor,Hard,7,3,"Fognini F.","Schwartzman D.",27,26,1
"Erste Bank Open",Indoor,Hard,7,3,"Berankis R.","Dzumhur D.",126,31,1
"Erste Bank Open",Indoor,Hard,7,3,"Khachanov K.","Tsonga J.W.",42,15,1
"Erste Bank Open",Indoor,Hard,6,3,"Herbert P.H.","Kohlschreiber P.",83,34,1
"Erste Bank Open",Indoor,Hard,6,3,"Simon G.","Zverev A.",74,5,1
"Erste Bank Open",Indoor,Hard,6,3,"Carreno Busta P.","Schwartzman D.",11,26,1
"Erste Bank Open",Indoor,Hard,6,3,"Garcia-Lopez G.","Pouille L.",81,25,1
"Erste Bank Open",Indoor,Hard,6,3,"Novak D.","Edmund K.",284,63,1
"Erste Bank Open",Indoor,Hard,6,3,"Ramos-Vinolas A.","Struff J.L.",22,51,1
"Erste Bank Open",Indoor,Hard,6,3,"Dzumhur D.","Tsonga J.W.",31,15,1
"Erste Bank Open",Indoor,Hard,6,3,"Thiem D.","Gasquet R.",6,32,1
"Erste Bank Open",Indoor,Hard,3,3,"Struff J.L.","Edmund K.",51,63,1
"Erste Bank Open",Indoor,Hard,3,3,"Schwartzman D.","Kohlschreiber P.",26,34,1
"Erste Bank Open",Indoor,Hard,3,3,"Gasquet R.","Pouille L.",32,25,1
"Erste Bank Open",Indoor,Hard,3,3,"Zverev A.","Tsonga J.W.",5,15,1
"Erste Bank Open",Indoor,Hard,2,3,"Edmund K.","Pouille L.",63,25,1
"Erste Bank Open",Indoor,Hard,2,3,"Kohlschreiber P.","Tsonga J.W.",34,15,1
"Erste Bank Open",Indoor,Hard,1,3,"Tsonga J.W.","Pouille L.",15,25,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Harrison R.","Gojowczyk P.",45,62,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Johnson S.","Haase R.",42,43,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Pospisil V.","Mahut N.",109,111,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Zverev M.","Chung H.",32,55,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Sugita Y.","Krajinovic F.",38,77,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Simon G.","Chardy J.",74,88,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Paire B.","Gasquet R.",40,30,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Shapovalov D.","Benneteau J.",49,83,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Donskoy E.","Edmund K.",76,50,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Troicki V.","Schwartzman D.",53,25,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Lorenzi P.","Sousa J.",41,58,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Khachanov K.","Cuevas P.",44,36,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Herbert P.H.","Lopez F.",75,33,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Struff J.L.","Coric B.",48,51,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Rublev A.","Verdasco F.",35,39,1
"BNP Paribas Masters",Indoor,Hard,7,3,"Ferrer D.","Mannarino A.",34,28,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Querrey S.","Krajinovic F.",13,77,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Carreno Busta P.","Mahut N.",11,111,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Gojowczyk P.","Thiem D.",62,6,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Schwartzman D.","Isner J.",25,14,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Zverev A.","Haase R.",4,43,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Ramos-Vinolas A.","Cuevas P.",24,36,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Lopez F.","Pouille L.",33,18,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Anderson K.","Verdasco F.",16,39,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Chung H.","Nadal R.",55,1,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Tsonga J.W.","Benneteau J.",15,83,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Sousa J.","Del Potro J.M.",58,17,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Edmund K.","Sock J.",50,22,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Gasquet R.","Dimitrov G.",30,8,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Coric B.","Cilic M.",51,5,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Mannarino A.","Goffin D.",28,10,1
"BNP Paribas Masters",Indoor,Hard,6,3,"Chardy J.","Bautista Agut R.",88,23,1
"BNP Paribas Masters",Indoor,Hard,5,3,"Haase R.","Del Potro J.M.",43,17,1
"BNP Paribas Masters",Indoor,Hard,5,3,"Thiem D.","Verdasco F.",6,39,1
"BNP Paribas Masters",Indoor,Hard,5,3,"Dimitrov G.","Isner J.",8,14,1
"BNP Paribas Masters",Indoor,Hard,5,3,"Mahut N.","Krajinovic F.",111,77,1
"BNP Paribas Masters",Indoor,Hard,5,3,"Goffin D.","Benneteau J.",10,83,1
"BNP Paribas Masters",Indoor,Hard,5,3,"Pouille L.","Sock J.",18,22,1
"BNP Paribas Masters",Indoor,Hard,5,3,"Cuevas P.","Nadal R.",36,1,1
"BNP Paribas Masters",Indoor,Hard,5,3,"Bautista Agut R.","Cilic M.",23,5,1
"BNP Paribas Masters",Indoor,Hard,3,3,"Del Potro J.M.","Isner J.",17,14,1
"BNP Paribas Masters",Indoor,Hard,3,3,"Nadal R.","Krajinovic F.",1,77,1
"BNP Paribas Masters",Indoor,Hard,3,3,"Cilic M.","Benneteau J.",5,83,1
"BNP Paribas Masters",Indoor,Hard,3,3,"Verdasco F.","Sock J.",39,22,1
"BNP Paribas Masters",Indoor,Hard,2,3,"Isner J.","Krajinovic F.",14,77,1
"BNP Paribas Masters",Indoor,Hard,2,3,"Benneteau J.","Sock J.",83,22,1
"BNP Paribas Masters",Indoor,Hard,1,3,"Krajinovic F.","Sock J.",77,22,1
"Masters Cup",Indoor,Hard,1,3,"Sock J.","Federer R.",9,2,1
"Masters Cup",Indoor,Hard,1,3,"Cilic M.","Zverev A.",5,3,1
"Masters Cup",Indoor,Hard,1,3,"Thiem D.","Dimitrov G.",4,6,1
"Masters Cup",Indoor,Hard,1,3,"Nadal R.","Goffin D.",1,8,1
"Masters Cup",Indoor,Hard,1,3,"Cilic M.","Sock J.",5,9,1
"Masters Cup",Indoor,Hard,1,3,"Zverev A.","Federer R.",3,2,1
"Masters Cup",Indoor,Hard,1,3,"Goffin D.","Dimitrov G.",8,6,1
"Masters Cup",Indoor,Hard,1,3,"Carreno Busta P.","Thiem D.",10,4,1
"Masters Cup",Indoor,Hard,1,3,"Cilic M.","Federer R.",5,2,1
"Masters Cup",Indoor,Hard,1,3,"Zverev A.","Sock J.",3,9,1
"Masters Cup",Indoor,Hard,1,3,"Thiem D.","Goffin D.",4,8,1
"Masters Cup",Indoor,Hard,1,3,"Carreno Busta P.","Dimitrov G.",10,6,1
"Masters Cup",Indoor,Hard,2,3,"Federer R.","Goffin D.",2,8,1
"Masters Cup",Indoor,Hard,2,3,"Sock J.","Dimitrov G.",9,6,1
"Masters Cup",Indoor,Hard,1,3,"Goffin D.","Dimitrov G.",8,6,1
"Brisbane International",Outdoor,Hard,7,3,"Schwartzman D.","Dolgopolov O.",26,169,1
"Brisbane International",Outdoor,Hard,7,3,"Johnson S.","De Minaur A.",44,209,1
"Brisbane International",Outdoor,Hard,7,3,"Mayer L.","Harrison R.",52,47,1
"Brisbane International",Outdoor,Hard,7,3,"Tiafoe F.","Ebden M.",79,76,1
"Brisbane International",Outdoor,Hard,7,3,"Smith J.P.","Zverev M.",218,33,1
"Brisbane International",Outdoor,Hard,7,3,"Escobedo E.","Zeballos H.",120,66,1
"Brisbane International",Outdoor,Hard,7,3,"Thompson J.","Donaldson J.",94,54,1
"Brisbane International",Outdoor,Hard,7,3,"Delbonis F.","Mmoh M.",67,175,1
"Brisbane International",Outdoor,Hard,7,3,"Muller G.","Chung H.",25,58,1
"Brisbane International",Outdoor,Hard,7,3,"Shapovalov D.","Edmund K.",51,50,1
"Brisbane International",Outdoor,Hard,7,3,"Dzumhur D.","Istomin D.",30,63,1
"Brisbane International",Outdoor,Hard,7,3,"Polansky P.","Millman J.",137,128,1
"Brisbane International",Outdoor,Hard,6,3,"Zeballos H.","Dolgopolov O.",66,169,1
"Brisbane International",Outdoor,Hard,6,3,"Ebden M.","Kyrgios N.",76,21,1
"Brisbane International",Outdoor,Hard,6,3,"Zverev M.","Mmoh M.",33,175,1
"Brisbane International",Outdoor,Hard,6,3,"Raonic M.","De Minaur A.",24,209,1
"Brisbane International",Outdoor,Hard,6,3,"Donaldson J.","Istomin D.",54,63,1
"Brisbane International",Outdoor,Hard,6,3,"Hanfmann Y.","Harrison R.",119,47,1
"Brisbane International",Outdoor,Hard,6,3,"Chung H.","Edmund K.",58,50,1
"Brisbane International",Outdoor,Hard,6,3,"Millman J.","Dimitrov G.",128,3,1
"Brisbane International",Outdoor,Hard,3,3,"Mmoh M.","De Minaur A.",175,209,1
"Brisbane International",Outdoor,Hard,3,3,"Dolgopolov O.","Kyrgios N.",169,21,1
"Brisbane International",Outdoor,Hard,3,3,"Istomin D.","Harrison R.",63,47,1
"Brisbane International",Outdoor,Hard,3,3,"Edmund K.","Dimitrov G.",50,3,1
"Brisbane International",Outdoor,Hard,2,3,"De Minaur A.","Harrison R.",209,47,1
"Brisbane International",Outdoor,Hard,2,3,"Dimitrov G.","Kyrgios N.",3,21,1
"Brisbane International",Outdoor,Hard,1,3,"Harrison R.","Kyrgios N.",47,21,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Stebe C.M.","Rublev A.",82,39,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Sela D.","Verdasco F.",68,35,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Donskoy E.","Thiem D.",72,5,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Fabbiano T.","Basilashvili N.",73,59,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Mayer F.","Tsitsipas S.",69,91,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Carreno Busta P.","Coric B.",10,48,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Haider-Maurer A.","Basic M.",451,138,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Garcia-Lopez G.","Lopez F.",70,36,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Krajinovic F.","Gojowczyk P.",34,60,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Jaziri M.","Bedene A.",98,49,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Troicki V.","Berrettini M.",55,135,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Berdych T.","Struff J.L.",19,53,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Al Mutawa J.","Travaglia S.",,134,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Estrella Burgos V.","Gasquet R.",83,31,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Ramos-Vinolas A.","Pella G.",23,64,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Lorenzi P.","Monfils G.",43,46,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Basilashvili N.","Coric B.",59,48,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Lopez F.","Basic M.",36,138,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Verdasco F.","Rublev A.",35,39,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Berrettini M.","Gojowczyk P.",135,60,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Bedene A.","Thiem D.",49,5,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Travaglia S.","Pella G.",134,64,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Struff J.L.","Monfils G.",53,46,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Gasquet R.","Tsitsipas S.",31,91,1
"Qatar Exxon Mobil Open",Outdoor,Hard,3,3,"Basic M.","Pella G.",138,64,1
"Qatar Exxon Mobil Open",Outdoor,Hard,3,3,"Coric B.","Rublev A.",48,39,1
"Qatar Exxon Mobil Open",Outdoor,Hard,3,3,"Tsitsipas S.","Thiem D.",91,5,1
"Qatar Exxon Mobil Open",Outdoor,Hard,3,3,"Gojowczyk P.","Monfils G.",60,46,1
"Qatar Exxon Mobil Open",Outdoor,Hard,2,3,"Pella G.","Rublev A.",64,39,1
"Qatar Exxon Mobil Open",Outdoor,Hard,2,3,"Thiem D.","Monfils G.",5,46,1
"Qatar Exxon Mobil Open",Outdoor,Hard,1,3,"Rublev A.","Monfils G.",39,46,1
"Tata Open",Outdoor,Hard,7,3,"Andujar P.","Jarry N.",1690,113,1
"Tata Open",Outdoor,Hard,7,3,"Kicker N.","Fucsovics M.",95,85,1
"Tata Open",Outdoor,Hard,7,3,"Albot R.","Kukushkin M.",86,74,1
"Tata Open",Outdoor,Hard,7,3,"Vesely J.","Ojeda Lara R.",62,198,1
"Tata Open",Outdoor,Hard,7,3,"Cecchinato M.","Herbert P.H.",109,81,1
"Tata Open",Outdoor,Hard,7,3,"Sandgren T.","Simon G.",96,89,1
"Tata Open",Outdoor,Hard,7,3,"Carballes Baena R.","Ramanathan R.",106,148,1
"Tata Open",Outdoor,Hard,7,3,"Nagal S.","Ivashka I.",223,230,1
"Tata Open",Outdoor,Hard,7,3,"Copil M.","Djere L.",93,88,1
"Tata Open",Outdoor,Hard,7,3,"Kavcic B.","Haase R.",97,42,1
"Tata Open",Outdoor,Hard,7,3,"Kadhe A.","Bhambri Y.",610,118,1
"Tata Open",Outdoor,Hard,7,3,"Bemelmans R.","Monteiro T.",117,124,1
"Tata Open",Outdoor,Hard,6,3,"Fucsovics M.","Paire B.",85,41,1
"Tata Open",Outdoor,Hard,6,3,"Bhambri Y.","Herbert P.H.",118,81,1
"Tata Open",Outdoor,Hard,6,3,"Jarry N.","Haase R.",113,42,1
"Tata Open",Outdoor,Hard,6,3,"Bautista Agut R.","Simon G.",20,89,1
"Tata Open",Outdoor,Hard,6,3,"Djere L.","Kukushkin M.",88,74,1
"Tata Open",Outdoor,Hard,6,3,"Ramanathan R.","Cilic M.",148,6,1
"Tata Open",Outdoor,Hard,6,3,"Ivashka I.","Ojeda Lara R.",230,198,1
"Tata Open",Outdoor,Hard,6,3,"Monteiro T.","Anderson K.",124,14,1
"Tata Open",Outdoor,Hard,3,3,"Herbert P.H.","Cilic M.",81,6,1
"Tata Open",Outdoor,Hard,3,3,"Ojeda Lara R.","Simon G.",198,89,1
"Tata Open",Outdoor,Hard,3,3,"Kukushkin M.","Anderson K.",74,14,1
"Tata Open",Outdoor,Hard,3,3,"Haase R.","Paire B.",42,41,1
"Tata Open",Outdoor,Hard,2,3,"Cilic M.","Simon G.",6,89,1
"Tata Open",Outdoor,Hard,2,3,"Paire B.","Anderson K.",41,14,1
"Tata Open",Outdoor,Hard,1,3,"Anderson K.","Simon G.",14,89,1
"ASB Classic",Outdoor,Hard,7,3,"Young D.","Sousa J.",63,59,1
"ASB Classic",Outdoor,Hard,7,3,"Wu Y.","Ferrer D.",313,38,1
"ASB Classic",Outdoor,Hard,7,3,"Sugita Y.","Khachanov K.",41,48,1
"ASB Classic",Outdoor,Hard,7,3,"Venus M.","Bautista Agut R.",40,21,1
"ASB Classic",Outdoor,Hard,7,3,"Dutra Silva R.","Shapovalov D.",100,50,1
"ASB Classic",Outdoor,Hard,7,3,"Daniel T.","Cuevas P.",98,33,1
"ASB Classic",Outdoor,Hard,7,3,"Smyczek T.","Gojowczyk P.",135,65,1
"ASB Classic",Outdoor,Hard,7,3,"Caruana L.","Johnson S.",397,46,1
"ASB Classic",Outdoor,Hard,7,3,"Albot R.","Vesely J.",88,64,1
"ASB Classic",Outdoor,Hard,7,3,"Tsitsipas S.","Lacko L.",80,90,1
"ASB Classic",Outdoor,Hard,7,3,"Ruud C.","Haase R.",137,43,1
"ASB Classic",Outdoor,Hard,7,3,"Sandgren T.","Chung H.",96,62,1
"ASB Classic",Outdoor,Hard,6,3,"Johnson S.","Bautista Agut R.",46,21,1
"ASB Classic",Outdoor,Hard,6,3,"Lacko L.","Haase R.",90,43,1
"ASB Classic",Outdoor,Hard,6,3,"Querrey S.","Vesely J.",13,64,1
"ASB Classic",Outdoor,Hard,6,3,"Sock J.","Gojowczyk P.",8,65,1
"ASB Classic",Outdoor,Hard,6,3,"Sousa J.","Ferrer D.",59,38,1
"ASB Classic",Outdoor,Hard,6,3,"Cuevas P.","Khachanov K.",33,48,1
"ASB Classic",Outdoor,Hard,6,3,"Shapovalov D.","Del Potro J.M.",50,12,1
"ASB Classic",Outdoor,Hard,6,3,"Isner J.","Chung H.",16,62,1
"ASB Classic",Outdoor,Hard,3,3,"Vesely J.","Bautista Agut R.",64,21,1
"ASB Classic",Outdoor,Hard,3,3,"Gojowczyk P.","Haase R.",65,43,1
"ASB Classic",Outdoor,Hard,3,3,"Chung H.","Ferrer D.",62,38,1
"ASB Classic",Outdoor,Hard,3,3,"Khachanov K.","Del Potro J.M.",48,12,1
"ASB Classic",Outdoor,Hard,2,3,"Haase R.","Bautista Agut R.",43,21,1
"ASB Classic",Outdoor,Hard,2,3,"Ferrer D.","Del Potro J.M.",38,12,1
"ASB Classic",Outdoor,Hard,1,3,"Del Potro J.M.","Bautista Agut R.",12,21,1
"Sydney International",Outdoor,Hard,7,3,"Thompson J.","Lorenzi P.",99,45,1
"Sydney International",Outdoor,Hard,7,3,"Troicki V.","Dolgopolov O.",54,37,1
"Sydney International",Outdoor,Hard,7,3,"Struff J.L.","Dzumhur D.",53,30,1
"Sydney International",Outdoor,Hard,7,3,"Bolt A.","Berankis R.",189,138,1
"Sydney International",Outdoor,Hard,7,3,"Popyrin A.","Millman J.",621,127,1
"Sydney International",Outdoor,Hard,7,3,"Kohlschreiber P.","Medvedev D.",29,84,1
"Sydney International",Outdoor,Hard,7,3,"Donskoy E.","Mannarino A.",71,28,1
"Sydney International",Outdoor,Hard,7,3,"Zverev M.","Mayer L.",34,52,1
"Sydney International",Outdoor,Hard,7,3,"Vukic A.","Lopez F.",462,36,1
"Sydney International",Outdoor,Hard,7,3,"Verdasco F.","De Minaur A.",40,167,1
"Sydney International",Outdoor,Hard,7,3,"Bedene A.","Paire B.",51,42,1
"Sydney International",Outdoor,Hard,7,3,"Simon G.","Donaldson J.",57,55,1
"Sydney International",Outdoor,Hard,6,3,"Berankis R.","Mannarino A.",138,28,1
"Sydney International",Outdoor,Hard,6,3,"Ramos-Vinolas A.","Lorenzi P.",22,45,1
"Sydney International",Outdoor,Hard,6,3,"Mayer L.","Paire B.",52,42,1
"Sydney International",Outdoor,Hard,6,3,"Dolgopolov O.","Fognini F.",37,27,1
"Sydney International",Outdoor,Hard,6,3,"Donaldson J.","Medvedev D.",55,84,1
"Sydney International",Outdoor,Hard,6,3,"Dzumhur D.","De Minaur A.",30,167,1
"Sydney International",Outdoor,Hard,6,3,"Schwartzman D.","Lopez F.",26,36,1
"Sydney International",Outdoor,Hard,6,3,"Millman J.","Muller G.",127,25,1
"Sydney International",Outdoor,Hard,3,3,"Mannarino A.","Fognini F.",28,27,1
"Sydney International",Outdoor,Hard,3,3,"Lorenzi P.","Medvedev D.",45,84,1
"Sydney International",Outdoor,Hard,3,3,"Muller G.","Paire B.",25,42,1
"Sydney International",Outdoor,Hard,3,3,"Lopez F.","De Minaur A.",36,167,1
"Sydney International",Outdoor,Hard,2,3,"Fognini F.","Medvedev D.",27,84,1
"Sydney International",Outdoor,Hard,2,3,"Paire B.","De Minaur A.",42,167,1
"Sydney International",Outdoor,Hard,1,3,"De Minaur A.","Medvedev D.",167,84,1
"Australian Open",Outdoor,Hard,7,5,"Haider-Maurer A.","Dolgopolov O.",448,37,1
"Australian Open",Outdoor,Hard,7,5,"Sela D.","Harrison R.",95,45,1
"Australian Open",Outdoor,Hard,7,5,"Anderson K.","Edmund K.",12,49,1
"Australian Open",Outdoor,Hard,7,5,"Kubler J.","Carreno Busta P.",243,11,1
"Australian Open",Outdoor,Hard,7,5,"Youzhny M.","Cuevas P.",90,34,1
"Australian Open",Outdoor,Hard,7,5,"Herbert P.H.","Istomin D.",74,60,1
"Australian Open",Outdoor,Hard,7,5,"Delbonis F.","Muller G.",67,28,1
"Australian Open",Outdoor,Hard,7,5,"Moutet C.","Seppi A.",155,76,1
"Australian Open",Outdoor,Hard,7,5,"Ferrer D.","Rublev A.",33,32,1
"Australian Open",Outdoor,Hard,7,5,"Isner J.","Ebden M.",16,78,1
"Australian Open",Outdoor,Hard,7,5,"Kohlschreiber P.","Nishioka Y.",29,168,1
"Australian Open",Outdoor,Hard,7,5,"Bolt A.","Troicki V.",188,65,1
"Australian Open",Outdoor,Hard,7,5,"Tsitsipas S.","Shapovalov D.",82,50,1
"Australian Open",Outdoor,Hard,7,5,"Novak D.","Dimitrov G.",226,3,1
"Australian Open",Outdoor,Hard,7,5,"Lajovic D.","Schwartzman D.",75,26,1
"Australian Open",Outdoor,Hard,7,5,"Pospisil V.","Cilic M.",105,6,1
"Australian Open",Outdoor,Hard,7,5,"Lorenzi P.","Dzumhur D.",44,30,1
"Australian Open",Outdoor,Hard,7,5,"Djere L.","Karlovic I.",85,89,1
"Australian Open",Outdoor,Hard,7,5,"Ymer E.","Mcdonald M.",140,186,1
"Australian Open",Outdoor,Hard,7,5,"Copil M.","Simon G.",92,57,1
"Australian Open",Outdoor,Hard,7,5,"Sock J.","Sugita Y.",9,41,1
"Australian Open",Outdoor,Hard,7,5,"Melzer G.","Basilashvili N.",102,61,1
"Australian Open",Outdoor,Hard,7,5,"Bhambri Y.","Baghdatis M.",119,123,1
"Australian Open",Outdoor,Hard,7,5,"Coric B.","Millman J.",46,122,1
"Australian Open",Outdoor,Hard,7,5,"Jarry N.","Mayer L.",101,52,1
"Australian Open",Outdoor,Hard,7,5,"Halys Q.","Ruud C.",134,138,1
"Australian Open",Outdoor,Hard,7,5,"Pouille L.","Bemelmans R.",18,117,1
"Australian Open",Outdoor,Hard,7,5,"Dutra Silva R.","Kyrgios N.",98,17,1
"Australian Open",Outdoor,Hard,7,5,"Estrella Burgos V.","Nadal R.",79,1,1
"Australian Open",Outdoor,Hard,7,5,"Caruso S.","Jaziri M.",210,100,1
"Australian Open",Outdoor,Hard,7,5,"Brown D.","Sousa J.",129,70,1
"Australian Open",Outdoor,Hard,7,5,"King K.","Tsonga J.W.",214,15,1
"Australian Open",Outdoor,Hard,7,5,"Raonic M.","Lacko L.",23,86,1
"Australian Open",Outdoor,Hard,7,5,"Safranek V.","Vesely J.",225,64,1
"Australian Open",Outdoor,Hard,7,5,"Albot R.","Fucsovics M.",87,80,1
"Australian Open",Outdoor,Hard,7,5,"Bautista Agut R.","Verdasco F.",21,40,1
"Australian Open",Outdoor,Hard,7,5,"Daniel T.","Benneteau J.",96,59,1
"Australian Open",Outdoor,Hard,7,5,"Berrettini M.","Mannarino A.",130,27,1
"Australian Open",Outdoor,Hard,7,5,"Thompson J.","Kicker N.",99,93,1
"Australian Open",Outdoor,Hard,7,5,"Stebe C.M.","Marterer M.",83,94,1
"Australian Open",Outdoor,Hard,7,5,"Haase R.","Sonego L.",43,219,1
"Australian Open",Outdoor,Hard,7,5,"Lopez F.","Querrey S.",38,13,1
"Australian Open",Outdoor,Hard,7,5,"Fabbiano T.","Zverev A.",73,4,1
"Australian Open",Outdoor,Hard,7,5,"Bachinger M.","Goffin D.",182,7,1
"Australian Open",Outdoor,Hard,7,5,"Kukushkin M.","Gojowczyk P.",69,62,1
"Australian Open",Outdoor,Hard,7,5,"Berankis R.","Wawrinka S.",136,8,1
"Australian Open",Outdoor,Hard,7,5,"Donaldson J.","Ramos-Vinolas A.",54,22,1
"Australian Open",Outdoor,Hard,7,5,"Mayer F.","Donskoy E.",68,72,1
"Australian Open",Outdoor,Hard,7,5,"Johnson S.","Kudla D.",48,190,1
"Australian Open",Outdoor,Hard,7,5,"Young D.","Djokovic N.",63,14,1
"Australian Open",Outdoor,Hard,7,5,"Chardy J.","Sandgren T.",84,97,1
"Australian Open",Outdoor,Hard,7,5,"Popyrin A.","Smyczek T.",550,131,1
"Australian Open",Outdoor,Hard,7,5,"Zeballos H.","Fognini F.",66,25,1
"Australian Open",Outdoor,Hard,7,5,"Kwon S.W.","Struff J.L.",174,55,1
"Australian Open",Outdoor,Hard,7,5,"Kokkinakis T.","Medvedev D.",216,53,1
"Australian Open",Outdoor,Hard,7,5,"Munar J.","Monfils G.",187,39,1
"Australian Open",Outdoor,Hard,7,5,"Kavcic B.","Gasquet R.",106,31,1
"Australian Open",Outdoor,Hard,7,5,"Polansky P.","Khachanov K.",139,47,1
"Australian Open",Outdoor,Hard,7,5,"Paire B.","Garcia-Lopez G.",42,71,1
"Australian Open",Outdoor,Hard,7,5,"Zverev M.","Chung H.",35,58,1
"Australian Open",Outdoor,Hard,7,5,"De Minaur A.","Berdych T.",127,20,1
"Australian Open",Outdoor,Hard,7,5,"Bedene A.","Federer R.",51,2,1
"Australian Open",Outdoor,Hard,7,5,"Pella G.","Thiem D.",56,5,1
"Australian Open",Outdoor,Hard,7,5,"Tiafoe F.","Del Potro J.M.",81,10,1
"Australian Open",Outdoor,Hard,6,5,"Bemelmans R.","Basilashvili N.",117,61,1
